Name,Deaths.2019,Deaths.2020,Pct.Chg.Deaths.1920,Pct.Chg.Rate.1920,Pct.Chg.Pop.1920,Pop.Jun.2019,Pop.Dec.2019,Pop.Jun.2020,Crude.Rate.2019,Crude.Rate.2020
Nationwide Prisons | CMP Data | All prison agencies except NM,4240,6182,45.8,61.99,-9.99,1447847,1428786,1303181,29.28,47.44
