State.Name,Deaths.2019,Deaths.2020,Deaths.2021,Deaths.2022,Deaths.2023,Deaths.2024,Pop.Jun.2019,Pop.Jul.2020,Pop.Jul.2021,Pop.Jul.2022,Pop.Jul.2023,Pop.Jul.2024,Crude.Mortality.Rate.19,Crude.Mortality.Rate.20,Crude.Mortality.Rate.21,Crude.Mortality.Rate.22,Crude.Mortality.Rate.23,Crude.Mortality.Rate.24,Pct.Chg.Deaths.19.20,Pct.Chg.Deaths.20.21,Pct.Chg.Pop.19.20,Pct.Chg.Pop.20.21,Pct.Chg.Rate.19.20,Pct.Chg.Rate.20.21,Pct.Chg.Deaths.21.22,Pct.Chg.Deaths.22.23,Pct.Chg.Deaths.23.24,Pct.Chg.Deaths.19.24,Pct.Chg.Pop.21.22,Pct.Chg.Pop.22.23,Pct.Chg.Pop.23.24,Pct.Chg.Pop.19.24
BoP - Colorado,15,9,12,7,8,NA,3690,3262,3254,3485,3491,3475,40.650406504065046,27.590435315757205,36.87768899815612,20.086083213773314,22.916069894013177,NA,-40,33.33333333333333,-11.598915989159892,-0.2452483139178418,-32.1275291232373,33.6611350133169,-41.66666666666667,14.285714285714285,NA,NA,7.0989551321450515,0.1721664275466284,-0.45832139788026355,-5.826558265582656
BoP - Connecticut,0,2,0,1,2,NA,1006,817,927,1027,997,1167,0,24.479804161566705,0,9.737098344693282,20.060180541624874,NA,NA,-100,-18.78727634194831,13.46389228886169,NA,-100,NA,100,NA,NA,10.787486515641856,-2.9211295034079843,17.051153460381144,16.003976143141152
BoP - Delaware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Florida,23,28,23,28,29,NA,10443,9048,9533,10319,10815,11069,22.024322512687924,30.94606542882405,24.126717717402705,27.13441224924896,26.814609338881183,NA,21.73913043478261,-17.857142857142858,-13.358230393565067,5.3603006189213085,40.5085918579172,-22.036235033193,21.73913043478261,3.571428571428571,NA,NA,8.245043532990664,4.806667312724102,2.348589921405455,5.994446040409844
BoP - Georgia,8,13,12,7,5,NA,7035,5982,4781,4172,3413,3400,11.371712864250178,21.731862253426947,25.099351600083665,16.778523489932887,14.64986815118664,NA,62.5,-7.6923076923076925,-14.968017057569297,-20.076897358742897,91.1045636910732,15.4956317474619,-41.66666666666667,-28.57142857142857,NA,NA,-12.73792093704246,-18.192713326941515,-0.3808965719308526,-51.67022032693674
BoP - Hawaii,0,2,2,0,0,NA,453,327,313,348,270,220,0,61.162079510703364,63.897763578274756,0,0,NA,NA,0,-27.81456953642384,-4.281345565749235,NA,4.47284345047922,-100,NA,NA,NA,11.182108626198083,-22.413793103448278,-18.51851851851852,-51.434878587196465
BoP - Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Illinois,8,8,13,7,8,NA,5201,5235,5464,5320,5592,6428,15.381657373582003,15.281757402101242,23.792093704245975,13.157894736842104,14.30615164520744,NA,0,62.5,0.6537204383772351,4.374403056351481,-0.6494746895893,55.6895131771596,-46.15384615384615,14.285714285714285,NA,NA,-2.635431918008785,5.112781954887218,14.949928469241774,23.5916169967314
BoP - Indiana,7,24,12,10,5,NA,2650,2518,2384,2569,2586,2517,26.415094339622645,95.31374106433678,50.335570469798654,38.92565200467108,19.334880123743233,NA,242.85714285714283,-50,-4.981132075471698,-5.321683876092136,260.830591172132,-47.1895973154363,-16.666666666666664,-50,NA,NA,7.76006711409396,0.6617360840794083,-2.668213457076566,-5.018867924528301
BoP - Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Kansas,3,1,3,10,8,NA,1667,1584,1668,1529,1593,1613,17.99640071985603,6.313131313131314,17.98561151079137,65.40222367560497,50.219711236660395,NA,-66.66666666666666,200,-4.979004199160168,5.303030303030303,-64.9200336700337,184.892086330935,233.33333333333334,-20,NA,NA,-8.333333333333332,4.185742315238718,1.2554927809165097,-3.239352129574085
BoP - Kentucky,21,28,21,20,20,NA,6633,6059,5767,6614,6811,6503,31.659882406151063,46.212246245254995,36.41408011097624,30.23888720895071,29.364263691087945,NA,33.33333333333333,-25,-8.653701191014623,-4.819277108433735,45.9646806403697,-21.2025316455696,-4.761904761904762,0,NA,NA,14.687012311427086,2.978530390081645,-4.522096608427543,-1.9598974822855422
BoP - Louisiana,1,14,1,5,6,NA,4908,4244,4693,4957,5028,4987,2.037489812550937,32.98774740810556,2.1308331557639035,10.086746015735322,11.933174224343675,NA,1300,-92.85714285714286,-13.528932355338224,10.579641847313855,1519.03864278982,-93.54053149067,400,20,NA,NA,5.625399531216706,1.4323179342344161,-0.8154335719968178,1.6096169519152406
BoP - Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Maryland,4,0,0,5,4,NA,1268,1084,1157,1278,929,1027,31.545741324921135,0,0,39.123630672926446,43.05705059203444,NA,-100,NA,-14.511041009463725,6.734317343173432,-100,NA,NA,-20,NA,NA,10.458081244598098,-27.30829420970266,10.54897739504844,-19.006309148264986
BoP - Massachusetts,16,16,16,16,6,NA,1101,920,755,962,925,1015,145.322434150772,173.91304347826087,211.9205298013245,166.32016632016632,64.86486486486486,NA,0,0,-16.439600363306088,-17.934782608695652,19.6739130434783,21.8543046357616,0,-62.5,NA,NA,27.417218543046356,-3.8461538461538463,9.72972972972973,-7.811080835603996
BoP - Michigan,2,3,3,4,3,NA,1440,2802,2952,2824,1600,1573,13.88888888888889,10.706638115631693,10.162601626016261,14.164305949008499,18.75,NA,50,0,94.58333333333333,5.353319057815846,-22.9122055674518,-5.08130081300813,33.33333333333333,-25,NA,NA,-4.336043360433604,-43.342776203966004,-1.6875,9.23611111111111
BoP - Minnesota,10,16,8,12,8,NA,3055,2619,2484,2715,2870,3544,32.733224222585925,61.092019854906454,32.2061191626409,44.19889502762431,27.874564459930312,NA,60,-50,-14.271685761047465,-5.154639175257731,86.6361206567392,-47.2826086956522,50,-33.33333333333333,NA,NA,9.29951690821256,5.70902394106814,23.48432055749129,16.006546644844516
BoP - Mississippi,1,5,3,3,1,NA,5273,3858,3585,3821,4459,4249,1.8964536317087046,12.960082944530845,8.368200836820083,7.851347814708192,2.242655303879794,NA,400,-40,-26.834818888678168,-7.076205287713841,583.385173665112,-35.4309623430962,0,-66.66666666666666,NA,NA,6.582984658298466,16.69719968594609,-4.709576138147567,-19.419685188697137
BoP - Missouri,26,27,35,29,31,NA,1038,891,874,1020,984,1080,250.48169556840077,303.03030303030306,400.4576659038902,284.3137254901961,315.040650406504,NA,3.8461538461538463,29.629629629629626,-14.16184971098266,-1.9079685746352413,20.979020979021,32.1510297482837,-17.142857142857142,6.896551724137931,NA,NA,16.704805491990847,-3.5294117647058822,9.75609756097561,4.046242774566474
BoP - Montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - New Hampshire,0,0,0,0,0,NA,834,669,805,885,646,910,0,0,0,0,0,NA,NA,NA,-19.784172661870503,20.328849028400597,NA,NA,NA,NA,NA,NA,9.937888198757763,-27.005649717514125,40.86687306501548,9.112709832134293
BoP - New Jersey,0,4,5,3,7,NA,5086,3696,3777,3977,4602,4899,0,10.822510822510823,13.238019592268996,7.543374402816193,15.210777922642329,NA,NA,25,-27.32992528509634,2.1915584415584415,NA,22.3193010325655,-40,133.33333333333331,NA,NA,5.295207836907599,15.715363339200403,6.453715775749674,-3.676759732599292
BoP - New York,4,6,4,12,7,NA,4022,3324,3056,3065,3320,3022,9.945300845350571,18.050541516245488,13.089005235602095,39.151712887438826,21.08433734939759,NA,50,-33.33333333333333,-17.35454997513675,-8.062575210589651,81.4981949458484,-27.4869109947644,200,-41.66666666666667,NA,NA,0.29450261780104714,8.31973898858075,-8.975903614457831,-24.86325211337643
BoP - North Carolina,113,98,78,67,54,NA,5954,5333,3513,3953,4048,4293,189.78837756130335,183.7614850928183,222.0324508966695,169.4915254237288,133.399209486166,NA,-13.274336283185843,-20.408163265306122,-10.429963050050386,-34.127132945809116,-3.17558564224424,20.8264347583611,-14.102564102564102,-19.402985074626866,NA,NA,12.524907486478792,2.4032380470528714,6.052371541501976,-27.897211958347327
BoP - North Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Ohio,4,9,5,7,3,NA,2462,2212,1397,1810,2004,1940,16.246953696181965,40.6871609403255,35.79098067287044,38.67403314917127,14.970059880239521,NA,125,-44.44444444444444,-10.154346060113728,-36.844484629294755,150.429475587703,-12.0337230573451,40,-57.14285714285714,NA,NA,29.563350035790982,10.718232044198896,-3.1936127744510974,-21.202274573517464
BoP - Oklahoma,4,7,3,2,2,NA,4679,3340,2450,2093,2285,2565,8.548835221201111,20.958083832335326,12.244897959183673,9.555661729574773,8.7527352297593,NA,75,-57.14285714285714,-28.617225902970723,-26.646706586826348,145.157185628742,-41.5743440233236,-33.33333333333333,0,NA,NA,-14.571428571428571,9.173435260391782,12.25382932166302,-45.18059414404787
BoP - Oregon,1,1,5,1,2,NA,1745,1585,1579,1443,1534,1544,5.730659025787965,6.309148264984228,31.665611146295124,6.93000693000693,13.03780964797914,NA,0,400,-9.169054441260744,-0.3785488958990536,10.0946372239748,401.899936668778,-80,100,NA,NA,-8.613046231792273,6.306306306306306,0.651890482398957,-11.51862464183381
BoP - Pennsylvania,9,7,10,13,14,NA,11961,10522,8425,9288,8890,8948,7.524454477050414,6.652727618323513,11.869436201780415,13.996554694229113,15.748031496062993,NA,-22.22222222222222,42.857142857142854,-12.030766658306161,-19.929671165177723,-11.5852499524805,78.4145824501907,30,7.6923076923076925,NA,NA,10.243323442136498,-4.285099052540913,0.6524184476940382,-25.190201488169883
BoP - Puerto Rico,1,1,0,0,0,NA,1307,1065,1246,NA,NA,NA,7.651109410864575,9.389671361502348,0,NA,NA,NA,0,-100,-18.515684774292275,16.995305164319248,22.7230046948357,-100,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Rhode Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - South Carolina,4,6,8,12,8,NA,5912,4175,4835,5023,5159,5097,6.765899864682003,14.37125748502994,16.546018614270942,23.89010551463269,15.506881178522969,NA,50,33.33333333333333,-29.380920162381596,15.808383233532936,112.407185628742,15.1327128576353,50,-33.33333333333333,NA,NA,3.8883143743536714,2.7075452916583713,-1.2017832913355302,-13.78552097428958
BoP - South Dakota,0,0,0,0,0,NA,482,356,305,294,392,484,0,0,0,0,0,NA,NA,NA,-26.141078838174277,-14.325842696629213,NA,NA,NA,NA,NA,NA,-3.606557377049181,33.33333333333333,23.46938775510204,0.4149377593360996
BoP - Tennessee,1,4,5,10,8,NA,1312,1140,1071,1245,1214,1113,7.621951219512195,35.08771929824562,46.68534080298786,80.32128514056224,65.89785831960461,NA,300,25,-13.109756097560975,-6.052631578947368,360.350877192983,33.0532212885154,100,-20,NA,NA,16.246498599439775,-2.4899598393574296,-8.319604612850082,-15.167682926829269
BoP - Texas,53,46,52,62,50,NA,24978,21532,21630,16336,16476,16220,21.21867243173993,21.363551922719672,24.040684234858993,37.95298726738492,30.347171643602817,NA,-13.20754716981132,13.043478260869565,-13.796140603731283,0.45513654096228867,0.682792438809818,12.531307161953,19.230769230769234,-19.35483870967742,NA,NA,-24.475265834489136,0.8570029382957884,-1.5537751881524642,-35.062855312675154
BoP - Unlisted,5,3,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40,33.33333333333333,NA,NA,NA,NA,-100,NA,NA,NA,NA,NA,NA,NA
BoP - Utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BoP - Virginia,5,11,6,5,2,NA,4267,3738,3400,3780,3969,3641,11.717834544176236,29.4275013376137,17.647058823529413,13.227513227513226,5.039052658100277,NA,120,-45.45454545454545,-12.397468947738458,-9.042268592830391,151.134296415195,-40.0320855614973,-16.666666666666664,-60,NA,NA,11.176470588235295,5,-8.264046359284455,-14.670728849308649
BoP - Washington,0,0,3,3,3,NA,666,585,689,818,726,640,0,0,43.54136429608128,36.67481662591687,41.32231404958678,NA,NA,NA,-12.162162162162163,17.77777777777778,NA,NA,0,0,NA,NA,18.722786647314948,-11.246943765281173,-11.84573002754821,-3.903903903903904
BoP - West Virginia,7,12,15,10,15,NA,9159,8032,8792,9578,9834,9427,7.642755759362375,14.9402390438247,17.060964513193813,10.440593025683858,15.253203172666261,NA,71.42857142857143,25,-12.304836772573426,9.46215139442231,95.4823562891292,14.1947224749773,-33.33333333333333,50,NA,NA,8.939945404913557,2.672791814575068,-4.138702460850112,2.9260836335844522
BoP - Wisconsin,0,1,0,1,2,NA,1003,897,960,1087,1142,1140,0,11.148272017837234,0,9.19963201471941,17.513134851138354,NA,NA,-100,-10.568295114656031,7.023411371237458,NA,-100,NA,100,NA,NA,13.229166666666666,5.059797608095677,-0.17513134851138354,13.65902293120638
BoP - Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,403,498,413,396,375,396,127507,114966,99842,97629.5,97520,94717,31.606107899958435,43.317154637023116,41.36535726447788,40.56151060898601,38.45365053322396,41.80875661180147,23.573200992555833,-17.06827309236948,-9.835538441026767,-13.155193709444532,37.0531125633476,-4.50583005486015,-4.116222760290557,-5.303030303030303,5.6000000000000005,-1.7369727047146404,-2.2160012820256005,-0.11215872251727194,-2.87428219852338,-25.716235187087765
Colorado,45,68,46,54,43,52,19997,17441,15434,16457.5,17023,17376,22.50337550632595,38.988590103778456,29.804328106777245,32.811787938629806,25.25994243082888,29.926335174953962,51.11111111111111,-32.35294117647059,-12.781917287593139,-11.507367696806375,73.2566302900573,-23.5562813955438,17.391304347826086,-20.37037037037037,20.930232558139537,15.555555555555555,6.631463003757937,3.4361233480176208,2.0736650414145568,-13.106966044906738
Connecticut,19,29,20,29,20,32,12820,9963,9010,9788,10086.5,10580,14.82059282371295,29.10769848439225,22.197558268590456,29.62811606048222,19.82848361671541,30.245746691871457,52.63157894736842,-31.03448275862069,-22.285491419656786,-9.5653919502158,96.4003655631098,-23.7399058517356,45,-31.03448275862069,60,68.42105263157895,8.634850166481687,3.0496526358806704,4.892678332424528,-17.472698907956318
Delaware,12,21,17,19,19,20,5910,4812,4580,4887,4973,4940,20.304568527918782,43.64089775561097,37.117903930131,38.87865766318805,38.206314096119044,40.48582995951417,75,-19.047619047619047,-18.578680203045685,-4.8212801330008315,114.931421446384,-14.946974422957,11.76470588235294,0,5.263157894736842,66.66666666666666,6.703056768558952,1.7597708205443015,-0.6635833500904886,-16.412859560067684
Florida,400,590,441,388,451,409,96901,89382,81966,83336.5,86143.5,88031,41.27924376425424,66.00881609272561,53.80279628138496,46.55823078723009,52.354501500403394,46.460905817268916,47.5,-25.254237288135595,-7.759465846585691,-8.29697254480768,59.9080072050301,-18.4914993691059,-12.01814058956916,16.237113402061855,-9.312638580931264,2.25,1.6720347461142426,3.3682720056637847,2.1911113432818494,-9.153672304723377
Georgia,160,281,247,255,262,333,55155,50891,46586,47550,49391,51002,29.009156014867195,55.21604998919259,53.020220667153225,53.62776025236593,53.046101516470614,65.29155719383553,75.625,-12.099644128113878,-7.7309400779621065,-8.459256057063135,90.3400773221198,-3.97679537465855,3.2388663967611335,2.7450980392156863,27.099236641221374,108.125,2.069291203365818,3.871713985278654,3.2617278451539757,-7.529689058108965
Hawaii,16,16,23,17,18,14,5293,4449,4104,4166,4079.5,3887,30.228603816361233,35.963137783771636,56.042884990253405,40.80652904464715,44.123054295869586,36.017494211474144,0,43.75,-15.945588513130549,-7.754551584625759,18.9705551809395,55.8342470760234,-26.08695652173913,5.88235294117647,-22.22222222222222,-12.5,1.5107212475633527,-2.0763322131541044,-4.718715528863831,-26.56338560362743
Idaho,26,34,29,19,24,24,8985,8775,8518,8895.5,9333.5,9763,28.937117417918756,38.74643874643875,34.0455505987321,21.35911415884436,25.713826538811805,24.58260780497798,30.76923076923077,-14.705882352941178,-2.337228714524207,-2.9287749287749287,33.8987508218277,-12.1324392635664,-34.48275862068966,26.31578947368421,0,-7.6923076923076925,4.431791500352196,4.923837895565173,4.601703541008197,8.658875904284919
Illinois,96,168,124,76,83,98,39225,32167,27412,29026,29798,29242,24.47418738049713,52.22743805763671,45.23566321319131,26.183421759801558,27.854218403919727,33.5134395732166,75,-26.190476190476193,-17.993626513702996,-14.782230235956103,113.398047688625,-13.3871679417426,-38.70967741935484,9.210526315789473,18.072289156626507,2.083333333333333,5.887932292426674,2.659684420864053,-1.8658970400698034,-25.450605481198213
Indiana,97,143,190,108,96,103,27039,25884,24086,23532.5,23405,24528,35.87410777025777,55.24648431463453,78.88399900357054,45.89397641559545,41.016876735740226,41.9928245270711,47.42268041237113,32.86713286713287,-4.271607677798736,-6.9463761397002015,54.0009989055055,42.7855545600293,-43.15789473684211,-11.11111111111111,7.291666666666667,6.185567010309279,-2.298015444656647,-0.5418038882396685,4.798120059816278,-9.286586042383224
Iowa,15,29,33,26,26,NA,9361,7931,8671,8888,9227.5,9590,16.02392906740733,36.565376371201616,38.05789412985815,29.252925292529252,28.176645895421295,NA,93.33333333333333,13.793103448275861,-15.276145710928319,9.330475349892826,128.192325473879,4.08177873927757,-21.21212121212121,0,NA,NA,2.5025948564179448,3.81975697569757,3.928474668111623,2.4463198376241855
Kansas,35,38,37,25,40,53,10200,9189,8556,8514,8824,9161,34.31372549019608,41.35379257808249,43.244506778868626,29.36340145642471,45.33091568449683,57.85394607575592,8.571428571428571,-2.631578947368421,-9.911764705882353,-6.888671237349005,20.5167669418404,4.57204547132205,-32.432432432432435,60,32.5,51.42857142857142,-0.4908835904628331,3.641061780596664,3.8191296464188578,-10.186274509803923
Kentucky,63,77,63,58,36,58,23657,20299,18331,19631.5,19918,19369,26.630595595384033,37.93290309867481,34.368010474060334,29.544354736011,18.07410382568531,29.944757086065362,22.22222222222222,-18.181818181818183,-14.19453016020628,-9.69505886989507,42.4410616833889,-9.39789031000639,-7.936507936507936,-37.93103448275862,61.111111111111114,-7.936507936507936,7.0945393050024546,1.459389246873647,-2.7563008334170096,-18.125713319524877
Louisiana,96,138,140,177,175,121,32068,28213,26714,27074.5,27638,28387,29.936385181489335,48.91362138021479,52.406977614733854,65.37516851650076,63.31861929227875,42.625145312995386,43.75,1.4492753623188406,-12.02132967444181,-5.3131535107928975,63.3918760854925,7.14188836554249,26.42857142857143,-1.1299435028248588,-30.857142857142854,26.041666666666668,1.3494796735793966,2.081294206725886,2.71003690570953,-11.478732693027318
Maine,8,7,9,11,5,5,2323,1834,1612,1655,1719.5,1821,34.438226431338784,38.167938931297705,55.83126550868486,66.46525679758308,29.07822041291073,27.457440966501924,-12.5,28.57142857142857,-21.050365906155832,-12.104689203925844,10.8301526717557,46.2779156327543,22.22222222222222,-54.54545454545454,0,-37.5,2.6674937965260543,3.897280966767372,5.902878743820878,-21.60998708566509
Maryland,57,55,67,54,61,70,18769,17038,14510,15222.5,15722,16178,30.369225851137514,32.280784129592675,46.17505168849069,35.473805222532434,38.799134970105584,43.2686364198294,-3.508771929824561,21.818181818181817,-9.222654376898076,-14.837422232656413,6.29439251374121,43.0419146670008,-19.402985074626866,12.962962962962962,14.754098360655737,22.807017543859647,4.910406616126809,3.2813269830842504,2.9003943518636306,-13.804677926367948
Massachusetts,35,42,38,28,21,19,8489,7332,6672,6317.5,6079,6250,41.2298268347273,57.283142389525366,56.95443645083933,44.3213296398892,34.54515545319954,30.400000000000002,20,-9.523809523809524,-13.629402756508421,-9.00163666121113,38.9361702127659,-0.573826652963335,-26.31578947368421,-25,-9.523809523809524,-45.714285714285715,-5.3132494004796165,-3.7752275425405624,2.8129626583319625,-26.375309223701258
Michigan,117,248,154,131,121,126,38466,35425,32571,32421.5,32744,32969,30.416471689284045,70.00705716302046,47.28132387706856,40.405286615363266,36.95333496213047,38.217719676059325,111.96581196581197,-37.903225806451616,-7.9056829407788705,-8.056457304163727,130.161663319038,-32.4620605505986,-14.935064935064934,-7.633587786259542,4.132231404958678,7.6923076923076925,-0.4589972675079058,0.9947103002637139,0.6871487906181285,-14.290542297093536
Minnesota,10,18,14,15,15,15,10051,8330,7369,7743.5,8245,8348,9.949258780220873,21.608643457382954,18.998507260143846,19.37108542648673,18.192844147968465,17.968375658840444,80,-22.22222222222222,-17.122674360760122,-11.536614645858343,117.188475390156,-12.0791302905565,7.142857142857142,0,0,50,5.082100692088479,6.476399560922063,1.249241964827168,-16.943587702716147
Mississippi,74,109,92,NA,NA,NA,19553,18026,17814,18948,19984.5,19628,37.84585485603232,60.46821258182626,51.64477377343662,NA,NA,NA,47.2972972972973,-15.59633027522936,-7.809543292589373,-1.176078997004327,59.774994677358,-14.5918631155992,NA,NA,NA,NA,6.365779723812731,5.470234325522483,-1.783882508944432,0.38357285327059787
Missouri,86,130,101,136,125,139,28567,24027,23108,23430,23537.5,23884,30.104666223264605,54.10579764431681,43.70780682014887,58.0452411438327,53.10674455655869,58.19795679115726,51.162790697674424,-22.30769230769231,-15.892463331816431,-3.824863695009781,79.7256187564184,-19.2178865794064,34.65346534653465,-8.088235294117647,11.200000000000001,61.627906976744185,1.393456811493855,0.458813486982501,1.4721189591078068,-16.39304092134281
Montana,8,25,26,15,14,13,3772,2545,2526,2684.5,2771,2916,21.208907741251327,98.23182711198427,102.92953285827396,55.87632706276774,50.52327679538073,44.58161865569273,212.5,4,-32.529162248144225,-0.7465618860510805,363.163064833006,4.7822644497229,-42.30769230769231,-6.666666666666667,-7.142857142857142,62.5,6.274742676167855,3.2222015272862734,5.23276795380729,-22.693531283138917
