Name,Deaths.2019,Deaths.2020,Pct.Chg.Deaths.1920,Pct.Chg.Rate.1920,Pct.Chg.Pop.1920,Pop.2019,Pop.2020,CRate.2019,CRate.2020
Nationwide Prisons | CMP Data | All prison agencies except NM,4240,6182,45.80188679245283,61.987340505112066,-9.991801619922548,1447847,1303181,29.284862281718993,47.437769580741275
