Name,Deaths.2019,Deaths.2020,Pct.Chg.Deaths.1920,Pct.Chg.Rate.1920,Pct.Chg.Pop.1920,Pop.2019,Pop.2020,CRate.2019,CRate.2020
Nationwide Prisons | All agencies but NM and OH,4104,5932,44.54191033138402,60.77431084197269,-10.096389420411667,1397975,1256830,29.356748153579286,47.19810952953064
