State,Date,Sex.Group,Age.Group,Number,Percent,Source
Florida,2015-03-01,Female,50-54,690,NA,UCLA Records
Florida,2015-03-01,Female,55-59,374,NA,UCLA Records
Florida,2015-03-01,Female,60-64,171,NA,UCLA Records
Florida,2015-03-01,Female,65+,120,NA,UCLA Records
Florida,2015-03-01,Male,0-20,871,NA,UCLA Records
Florida,2015-03-01,Male,21-24,6583,NA,UCLA Records
Florida,2015-03-01,Male,25-29,13318,NA,UCLA Records
Florida,2015-03-01,Male,30-34,13448,NA,UCLA Records
Florida,2015-03-01,Male,35-39,12333,NA,UCLA Records
Florida,2015-03-01,Male,40-44,10493,NA,UCLA Records
Florida,2015-03-01,Male,45-49,9651,NA,UCLA Records
Florida,2015-03-01,Male,50-54,8996,NA,UCLA Records
Florida,2015-03-01,Male,55-59,6448,NA,UCLA Records
Florida,2015-03-01,Male,60-64,3482,NA,UCLA Records
Florida,2015-03-01,Male,65+,3199,NA,UCLA Records
Florida,2015-04-01,Female,0-20,35,NA,UCLA Records
Florida,2015-04-01,Female,21-24,423,NA,UCLA Records
Florida,2015-04-01,Female,25-29,1190,NA,UCLA Records
Florida,2015-04-01,Female,30-34,1331,NA,UCLA Records
Florida,2015-04-01,Female,35-39,1041,NA,UCLA Records
Florida,2015-04-01,Female,40-44,841,NA,UCLA Records
Florida,2015-04-01,Female,45-49,749,NA,UCLA Records
Florida,2015-04-01,Female,50-54,693,NA,UCLA Records
Florida,2015-04-01,Female,55-59,361,NA,UCLA Records
Florida,2015-04-01,Female,60-64,169,NA,UCLA Records
Florida,2015-04-01,Female,65+,124,NA,UCLA Records
Florida,2015-04-01,Male,0-20,872,NA,UCLA Records
Florida,2015-04-01,Male,21-24,6543,NA,UCLA Records
Florida,2015-04-01,Male,25-29,13343,NA,UCLA Records
Florida,2015-04-01,Male,30-34,13430,NA,UCLA Records
Florida,2015-04-01,Male,35-39,12381,NA,UCLA Records
Florida,2015-04-01,Male,40-44,10489,NA,UCLA Records
Florida,2015-04-01,Male,45-49,9622,NA,UCLA Records
Florida,2015-04-01,Male,50-54,9039,NA,UCLA Records
Florida,2015-04-01,Male,55-59,6465,NA,UCLA Records
Florida,2015-04-01,Male,60-64,3509,NA,UCLA Records
Florida,2015-04-01,Male,65+,3230,NA,UCLA Records
Florida,2015-05-01,Female,0-20,37,NA,UCLA Records
Florida,2015-05-01,Female,21-24,419,NA,UCLA Records
Florida,2015-05-01,Female,25-29,1169,NA,UCLA Records
Florida,2015-05-01,Female,30-34,1318,NA,UCLA Records
Florida,2015-05-01,Female,35-39,1042,NA,UCLA Records
Florida,2015-05-01,Female,40-44,830,NA,UCLA Records
Florida,2015-05-01,Female,45-49,745,NA,UCLA Records
Florida,2015-05-01,Female,50-54,692,NA,UCLA Records
Florida,2015-05-01,Female,55-59,375,NA,UCLA Records
Florida,2015-05-01,Female,60-64,174,NA,UCLA Records
Florida,2015-05-01,Female,65+,123,NA,UCLA Records
Florida,2015-05-01,Male,0-20,896,NA,UCLA Records
Florida,2015-05-01,Male,21-24,6526,NA,UCLA Records
Florida,2015-05-01,Male,25-29,13365,NA,UCLA Records
Florida,2015-05-01,Male,30-34,13447,NA,UCLA Records
Florida,2015-05-01,Male,35-39,12375,NA,UCLA Records
Florida,2015-05-01,Male,40-44,10498,NA,UCLA Records
Florida,2015-05-01,Male,45-49,9617,NA,UCLA Records
Florida,2015-05-01,Male,50-54,9015,NA,UCLA Records
Florida,2015-05-01,Male,55-59,6497,NA,UCLA Records
Florida,2015-05-01,Male,60-64,3537,NA,UCLA Records
Florida,2015-05-01,Male,65+,3236,NA,UCLA Records
Florida,2015-06-01,Female,0-20,38,NA,UCLA Records
Florida,2015-06-01,Female,21-24,410,NA,UCLA Records
Florida,2015-06-01,Female,25-29,1158,NA,UCLA Records
Florida,2015-06-01,Female,30-34,1314,NA,UCLA Records
Florida,2015-06-01,Female,35-39,1034,NA,UCLA Records
Florida,2015-06-01,Female,40-44,826,NA,UCLA Records
Florida,2015-06-01,Female,45-49,745,NA,UCLA Records
Florida,2015-06-01,Female,50-54,678,NA,UCLA Records
Florida,2015-06-01,Female,55-59,378,NA,UCLA Records
Florida,2015-06-01,Female,60-64,170,NA,UCLA Records
Florida,2015-06-01,Female,65+,126,NA,UCLA Records
Florida,2015-06-01,Male,0-20,883,NA,UCLA Records
Florida,2015-06-01,Male,21-24,6448,NA,UCLA Records
Florida,2015-06-01,Male,25-29,13322,NA,UCLA Records
Florida,2015-06-01,Male,30-34,13414,NA,UCLA Records
Florida,2015-06-01,Male,35-39,12412,NA,UCLA Records
Florida,2015-06-01,Male,40-44,10439,NA,UCLA Records
Florida,2015-06-01,Male,45-49,9642,NA,UCLA Records
Florida,2015-06-01,Male,50-54,8975,NA,UCLA Records
Florida,2015-06-01,Male,55-59,6486,NA,UCLA Records
Florida,2015-06-01,Male,60-64,3555,NA,UCLA Records
Florida,2015-06-01,Male,65+,3272,NA,UCLA Records
Florida,2015-07-01,Female,0-20,33,NA,UCLA Records
Florida,2015-07-01,Female,21-24,412,NA,UCLA Records
Florida,2015-07-01,Female,25-29,1150,NA,UCLA Records
Florida,2015-07-01,Female,30-34,1299,NA,UCLA Records
Florida,2015-07-01,Female,35-39,1026,NA,UCLA Records
Florida,2015-07-01,Female,40-44,831,NA,UCLA Records
Florida,2015-07-01,Female,45-49,717,NA,UCLA Records
Florida,2015-07-01,Female,50-54,680,NA,UCLA Records
Florida,2015-07-01,Female,55-59,381,NA,UCLA Records
Florida,2015-07-01,Female,60-64,171,NA,UCLA Records
Florida,2015-07-01,Female,65+,130,NA,UCLA Records
Florida,2015-07-01,Male,0-20,862,NA,UCLA Records
Florida,2015-07-01,Male,21-24,6433,NA,UCLA Records
Florida,2015-07-01,Male,25-29,13308,NA,UCLA Records
Florida,2015-07-01,Male,30-34,13365,NA,UCLA Records
Florida,2015-07-01,Male,35-39,12460,NA,UCLA Records
Florida,2015-07-01,Male,40-44,10433,NA,UCLA Records
Florida,2015-07-01,Male,45-49,9660,NA,UCLA Records
Florida,2015-07-01,Male,50-54,8988,NA,UCLA Records
Florida,2015-07-01,Male,55-59,6540,NA,UCLA Records
Florida,2015-07-01,Male,60-64,3585,NA,UCLA Records
Florida,2015-07-01,Male,65+,3299,NA,UCLA Records
Florida,2015-08-01,Female,0-20,32,NA,UCLA Records
Florida,2015-08-01,Female,21-24,403,NA,UCLA Records
Florida,2015-08-01,Female,25-29,1124,NA,UCLA Records
Florida,2015-08-01,Female,30-34,1295,NA,UCLA Records
Florida,2015-08-01,Female,35-39,1035,NA,UCLA Records
Florida,2015-08-01,Female,40-44,810,NA,UCLA Records
Florida,2015-08-01,Female,45-49,706,NA,UCLA Records
Florida,2015-08-01,Female,50-54,679,NA,UCLA Records
Florida,2015-08-01,Female,55-59,380,NA,UCLA Records
Florida,2015-08-01,Female,60-64,171,NA,UCLA Records
Florida,2015-08-01,Female,65+,126,NA,UCLA Records
Florida,2015-08-01,Male,0-20,859,NA,UCLA Records
Florida,2015-08-01,Male,21-24,6317,NA,UCLA Records
Florida,2015-08-01,Male,25-29,13234,NA,UCLA Records
Florida,2015-08-01,Male,30-34,13353,NA,UCLA Records
Florida,2015-08-01,Male,35-39,12412,NA,UCLA Records
Florida,2015-08-01,Male,40-44,10394,NA,UCLA Records
Florida,2015-08-01,Male,45-49,9696,NA,UCLA Records
Florida,2015-08-01,Male,50-54,8944,NA,UCLA Records
Florida,2015-08-01,Male,55-59,6567,NA,UCLA Records
Florida,2015-08-01,Male,60-64,3614,NA,UCLA Records
Florida,2015-08-01,Male,65+,3324,NA,UCLA Records
Florida,2015-09-01,Female,0-20,35,NA,UCLA Records
Florida,2015-09-01,Female,21-24,411,NA,UCLA Records
Florida,2015-09-01,Female,25-29,1098,NA,UCLA Records
Florida,2015-09-01,Female,30-34,1288,NA,UCLA Records
Florida,2015-09-01,Female,35-39,1044,NA,UCLA Records
Florida,2015-09-01,Female,40-44,822,NA,UCLA Records
Florida,2015-09-01,Female,45-49,700,NA,UCLA Records
Florida,2015-09-01,Female,50-54,675,NA,UCLA Records
Florida,2015-09-01,Female,55-59,395,NA,UCLA Records
Florida,2015-09-01,Female,60-64,171,NA,UCLA Records
Florida,2015-09-01,Female,65+,126,NA,UCLA Records
Florida,2015-09-01,Male,0-20,838,NA,UCLA Records
Florida,2015-09-01,Male,21-24,6240,NA,UCLA Records
Florida,2015-09-01,Male,25-29,13198,NA,UCLA Records
Florida,2015-09-01,Male,30-34,13355,NA,UCLA Records
Florida,2015-09-01,Male,35-39,12481,NA,UCLA Records
Florida,2015-09-01,Male,40-44,10363,NA,UCLA Records
Florida,2015-09-01,Male,45-49,9709,NA,UCLA Records
Florida,2015-09-01,Male,50-54,8928,NA,UCLA Records
Florida,2015-09-01,Male,55-59,6607,NA,UCLA Records
Florida,2015-09-01,Male,60-64,3621,NA,UCLA Records
Florida,2015-09-01,Male,65+,3364,NA,UCLA Records
Florida,2015-10-01,Female,0-20,37,NA,UCLA Records
Florida,2015-10-01,Female,21-24,408,NA,UCLA Records
Florida,2015-10-01,Female,25-29,1076,NA,UCLA Records
Florida,2015-10-01,Female,30-34,1293,NA,UCLA Records
Florida,2015-10-01,Female,35-39,1040,NA,UCLA Records
Florida,2015-10-01,Female,40-44,807,NA,UCLA Records
Florida,2015-10-01,Female,45-49,707,NA,UCLA Records
Florida,2015-10-01,Female,50-54,678,NA,UCLA Records
Florida,2015-10-01,Female,55-59,400,NA,UCLA Records
Florida,2015-10-01,Female,60-64,171,NA,UCLA Records
Florida,2015-10-01,Female,65+,124,NA,UCLA Records
Florida,2015-10-01,Male,0-20,839,NA,UCLA Records
Florida,2015-10-01,Male,21-24,6178,NA,UCLA Records
Florida,2015-10-01,Male,25-29,13206,NA,UCLA Records
Florida,2015-10-01,Male,30-34,13318,NA,UCLA Records
Florida,2015-10-01,Male,35-39,12516,NA,UCLA Records
Florida,2015-10-01,Male,40-44,10324,NA,UCLA Records
Florida,2015-10-01,Male,45-49,9762,NA,UCLA Records
Florida,2015-10-01,Male,50-54,8939,NA,UCLA Records
Florida,2015-10-01,Male,55-59,6629,NA,UCLA Records
Florida,2015-10-01,Male,60-64,3664,NA,UCLA Records
Florida,2015-10-01,Male,65+,3398,NA,UCLA Records
Florida,2015-11-01,Female,0-20,38,NA,UCLA Records
Florida,2015-11-01,Female,21-24,388,NA,UCLA Records
Florida,2015-11-01,Female,25-29,1076,NA,UCLA Records
Florida,2015-11-01,Female,30-34,1271,NA,UCLA Records
Florida,2015-11-01,Female,35-39,1043,NA,UCLA Records
Florida,2015-11-01,Female,40-44,816,NA,UCLA Records
Florida,2015-11-01,Female,45-49,709,NA,UCLA Records
Florida,2015-11-01,Female,50-54,664,NA,UCLA Records
Florida,2015-11-01,Female,55-59,394,NA,UCLA Records
Florida,2015-11-01,Female,60-64,175,NA,UCLA Records
Florida,2015-11-01,Female,65+,124,NA,UCLA Records
Florida,2015-11-01,Male,0-20,825,NA,UCLA Records
Florida,2015-11-01,Male,21-24,6122,NA,UCLA Records
Florida,2015-11-01,Male,25-29,13164,NA,UCLA Records
Florida,2015-11-01,Male,30-34,13239,NA,UCLA Records
Florida,2015-11-01,Male,35-39,12535,NA,UCLA Records
Florida,2015-11-01,Male,40-44,10265,NA,UCLA Records
Florida,2015-11-01,Male,45-49,9784,NA,UCLA Records
Florida,2015-11-01,Male,50-54,8901,NA,UCLA Records
Florida,2015-11-01,Male,55-59,6639,NA,UCLA Records
Florida,2015-11-01,Male,60-64,3676,NA,UCLA Records
Florida,2015-11-01,Male,65+,3419,NA,UCLA Records
Florida,2015-12-01,Female,0-20,35,NA,UCLA Records
Florida,2015-12-01,Female,21-24,392,NA,UCLA Records
Florida,2015-12-01,Female,25-29,1103,NA,UCLA Records
Florida,2015-12-01,Female,30-34,1255,NA,UCLA Records
Florida,2015-12-01,Female,35-39,1056,NA,UCLA Records
Florida,2015-12-01,Female,40-44,805,NA,UCLA Records
Florida,2015-12-01,Female,45-49,725,NA,UCLA Records
Florida,2015-12-01,Female,50-54,650,NA,UCLA Records
Florida,2015-12-01,Female,55-59,398,NA,UCLA Records
Florida,2015-12-01,Female,60-64,179,NA,UCLA Records
Florida,2015-12-01,Female,65+,124,NA,UCLA Records
Florida,2015-12-01,Male,0-20,826,NA,UCLA Records
Florida,2015-12-01,Male,21-24,6094,NA,UCLA Records
Florida,2015-12-01,Male,25-29,13197,NA,UCLA Records
Florida,2015-12-01,Male,30-34,13249,NA,UCLA Records
Florida,2015-12-01,Male,35-39,12534,NA,UCLA Records
Florida,2015-12-01,Male,40-44,10240,NA,UCLA Records
Florida,2015-12-01,Male,45-49,9776,NA,UCLA Records
Florida,2015-12-01,Male,50-54,8896,NA,UCLA Records
Florida,2015-12-01,Male,55-59,6638,NA,UCLA Records
Florida,2015-12-01,Male,60-64,3718,NA,UCLA Records
Florida,2015-12-01,Male,65+,3427,NA,UCLA Records
Florida,2016-01-01,Female,0-20,33,NA,UCLA Records
Florida,2016-01-01,Female,21-24,378,NA,UCLA Records
Florida,2016-01-01,Female,25-29,1073,NA,UCLA Records
Florida,2016-01-01,Female,30-34,1243,NA,UCLA Records
Florida,2016-01-01,Female,35-39,1056,NA,UCLA Records
Florida,2016-01-01,Female,40-44,799,NA,UCLA Records
Florida,2016-01-01,Female,45-49,723,NA,UCLA Records
Florida,2016-01-01,Female,50-54,648,NA,UCLA Records
Florida,2016-01-01,Female,55-59,400,NA,UCLA Records
Florida,2016-01-01,Female,60-64,184,NA,UCLA Records
Florida,2016-01-01,Female,65+,126,NA,UCLA Records
Florida,2016-01-01,Male,0-20,830,NA,UCLA Records
Florida,2016-01-01,Male,21-24,6063,NA,UCLA Records
Florida,2016-01-01,Male,25-29,13201,NA,UCLA Records
Florida,2016-01-01,Male,30-34,13214,NA,UCLA Records
Florida,2016-01-01,Male,35-39,12584,NA,UCLA Records
Florida,2016-01-01,Male,40-44,10239,NA,UCLA Records
Florida,2016-01-01,Male,45-49,9736,NA,UCLA Records
Florida,2016-01-01,Male,50-54,8895,NA,UCLA Records
Florida,2016-01-01,Male,55-59,6668,NA,UCLA Records
Florida,2016-01-01,Male,60-64,3730,NA,UCLA Records
Florida,2016-01-01,Male,65+,3449,NA,UCLA Records
Florida,2016-02-01,Female,0-20,32,NA,UCLA Records
Florida,2016-02-01,Female,21-24,376,NA,UCLA Records
Florida,2016-02-01,Female,25-29,1061,NA,UCLA Records
Florida,2016-02-01,Female,30-34,1246,NA,UCLA Records
Florida,2016-02-01,Female,35-39,1069,NA,UCLA Records
Florida,2016-02-01,Female,40-44,792,NA,UCLA Records
Florida,2016-02-01,Female,45-49,719,NA,UCLA Records
Florida,2016-02-01,Female,50-54,647,NA,UCLA Records
Florida,2016-02-01,Female,55-59,392,NA,UCLA Records
Florida,2016-02-01,Female,60-64,178,NA,UCLA Records
Florida,2016-02-01,Female,65+,124,NA,UCLA Records
Florida,2016-02-01,Male,0-20,813,NA,UCLA Records
Florida,2016-02-01,Male,21-24,5956,NA,UCLA Records
Florida,2016-02-01,Male,25-29,13116,NA,UCLA Records
Florida,2016-02-01,Male,30-34,13150,NA,UCLA Records
Florida,2016-02-01,Male,35-39,12579,NA,UCLA Records
Florida,2016-02-01,Male,40-44,10244,NA,UCLA Records
Florida,2016-02-01,Male,45-49,9681,NA,UCLA Records
Florida,2016-02-01,Male,50-54,8877,NA,UCLA Records
Florida,2016-02-01,Male,55-59,6725,NA,UCLA Records
Florida,2016-02-01,Male,60-64,3739,NA,UCLA Records
Florida,2016-02-01,Male,65+,3449,NA,UCLA Records
Florida,2016-03-01,Female,0-20,33,NA,UCLA Records
Florida,2016-03-01,Female,21-24,365,NA,UCLA Records
Florida,2016-03-01,Female,25-29,1073,NA,UCLA Records
Florida,2016-03-01,Female,30-34,1242,NA,UCLA Records
Florida,2016-03-01,Female,35-39,1071,NA,UCLA Records
Florida,2016-03-01,Female,40-44,788,NA,UCLA Records
Florida,2016-03-01,Female,45-49,724,NA,UCLA Records
Florida,2016-03-01,Female,50-54,642,NA,UCLA Records
Florida,2016-03-01,Female,55-59,382,NA,UCLA Records
Florida,2016-03-01,Female,60-64,177,NA,UCLA Records
Florida,2016-03-01,Female,65+,127,NA,UCLA Records
Florida,2016-03-01,Male,0-20,820,NA,UCLA Records
Florida,2016-03-01,Male,21-24,5896,NA,UCLA Records
Florida,2016-03-01,Male,25-29,13128,NA,UCLA Records
Florida,2016-03-01,Male,30-34,13146,NA,UCLA Records
Florida,2016-03-01,Male,35-39,12608,NA,UCLA Records
Florida,2016-03-01,Male,40-44,10250,NA,UCLA Records
Florida,2016-03-01,Male,45-49,9704,NA,UCLA Records
Florida,2016-03-01,Male,50-54,8888,NA,UCLA Records
Florida,2016-03-01,Male,55-59,6750,NA,UCLA Records
Florida,2016-03-01,Male,60-64,3754,NA,UCLA Records
Florida,2016-03-01,Male,65+,3475,NA,UCLA Records
Florida,2016-04-01,Female,0-20,30,NA,UCLA Records
Florida,2016-04-01,Female,21-24,366,NA,UCLA Records
Florida,2016-04-01,Female,25-29,1095,NA,UCLA Records
Florida,2016-04-01,Female,30-34,1230,NA,UCLA Records
Florida,2016-04-01,Female,35-39,1080,NA,UCLA Records
Florida,2016-04-01,Female,40-44,770,NA,UCLA Records
Florida,2016-04-01,Female,45-49,739,NA,UCLA Records
Florida,2016-04-01,Female,50-54,639,NA,UCLA Records
Florida,2016-04-01,Female,55-59,387,NA,UCLA Records
Florida,2016-04-01,Female,60-64,178,NA,UCLA Records
Florida,2016-04-01,Female,65+,129,NA,UCLA Records
Florida,2016-04-01,Male,0-20,824,NA,UCLA Records
Florida,2016-04-01,Male,21-24,5832,NA,UCLA Records
Florida,2016-04-01,Male,25-29,13118,NA,UCLA Records
Florida,2016-04-01,Male,30-34,13109,NA,UCLA Records
Florida,2016-04-01,Male,35-39,12648,NA,UCLA Records
Florida,2016-04-01,Male,40-44,10288,NA,UCLA Records
Florida,2016-04-01,Male,45-49,9680,NA,UCLA Records
Florida,2016-04-01,Male,50-54,8874,NA,UCLA Records
Florida,2016-04-01,Male,55-59,6755,NA,UCLA Records
Florida,2016-04-01,Male,60-64,3773,NA,UCLA Records
Florida,2016-04-01,Male,65+,3497,NA,UCLA Records
Florida,2016-05-01,Female,0-20,35,NA,UCLA Records
Florida,2016-05-01,Female,21-24,365,NA,UCLA Records
Florida,2016-05-01,Female,25-29,1103,NA,UCLA Records
Florida,2016-05-01,Female,30-34,1234,NA,UCLA Records
Florida,2016-05-01,Female,35-39,1091,NA,UCLA Records
Florida,2016-05-01,Female,40-44,777,NA,UCLA Records
Florida,2016-05-01,Female,45-49,727,NA,UCLA Records
Florida,2016-05-01,Female,50-54,636,NA,UCLA Records
Florida,2016-05-01,Female,55-59,388,NA,UCLA Records
Florida,2016-05-01,Female,60-64,186,NA,UCLA Records
Florida,2016-05-01,Female,65+,128,NA,UCLA Records
Florida,2016-05-01,Male,0-20,817,NA,UCLA Records
Florida,2016-05-01,Male,21-24,5801,NA,UCLA Records
Florida,2016-05-01,Male,25-29,13106,NA,UCLA Records
Florida,2016-05-01,Male,30-34,13180,NA,UCLA Records
Florida,2016-05-01,Male,35-39,12657,NA,UCLA Records
Florida,2016-05-01,Male,40-44,10259,NA,UCLA Records
Florida,2016-05-01,Male,45-49,9717,NA,UCLA Records
Florida,2016-05-01,Male,50-54,8826,NA,UCLA Records
Florida,2016-05-01,Male,55-59,6748,NA,UCLA Records
Florida,2016-05-01,Male,60-64,3819,NA,UCLA Records
Florida,2016-05-01,Male,65+,3516,NA,UCLA Records
Florida,2016-06-01,Female,0-20,35,NA,UCLA Records
Florida,2016-06-01,Female,21-24,364,NA,UCLA Records
Florida,2016-06-01,Female,25-29,1087,NA,UCLA Records
Florida,2016-06-01,Female,30-34,1242,NA,UCLA Records
Florida,2016-06-01,Female,35-39,1096,NA,UCLA Records
Florida,2016-06-01,Female,40-44,778,NA,UCLA Records
Florida,2016-06-01,Female,45-49,716,NA,UCLA Records
Florida,2016-06-01,Female,50-54,621,NA,UCLA Records
Florida,2016-06-01,Female,55-59,392,NA,UCLA Records
Florida,2016-06-01,Female,60-64,183,NA,UCLA Records
Florida,2016-06-01,Female,65+,129,NA,UCLA Records
Florida,2016-06-01,Male,0-20,820,NA,UCLA Records
Florida,2016-06-01,Male,21-24,5796,NA,UCLA Records
Florida,2016-06-01,Male,25-29,13136,NA,UCLA Records
Florida,2016-06-01,Male,30-34,13213,NA,UCLA Records
Florida,2016-06-01,Male,35-39,12721,NA,UCLA Records
Florida,2016-06-01,Male,40-44,10260,NA,UCLA Records
Florida,2016-06-01,Male,45-49,9694,NA,UCLA Records
Florida,2016-06-01,Male,50-54,8797,NA,UCLA Records
Florida,2016-06-01,Male,55-59,6772,NA,UCLA Records
Florida,2016-06-01,Male,60-64,3828,NA,UCLA Records
Florida,2016-06-01,Male,65+,3553,NA,UCLA Records
Florida,2016-07-01,Female,0-20,34,NA,UCLA Records
Florida,2016-07-01,Female,21-24,359,NA,UCLA Records
Florida,2016-07-01,Female,25-29,1094,NA,UCLA Records
Florida,2016-07-01,Female,30-34,1252,NA,UCLA Records
Florida,2016-07-01,Female,35-39,1097,NA,UCLA Records
Florida,2016-07-01,Female,40-44,780,NA,UCLA Records
Florida,2016-07-01,Female,45-49,721,NA,UCLA Records
Florida,2016-07-01,Female,50-54,618,NA,UCLA Records
Florida,2016-07-01,Female,55-59,400,NA,UCLA Records
Florida,2016-07-01,Female,60-64,182,NA,UCLA Records
Florida,2016-07-01,Female,65+,129,NA,UCLA Records
Florida,2016-07-01,Male,0-20,823,NA,UCLA Records
Florida,2016-07-01,Male,21-24,5777,NA,UCLA Records
Florida,2016-07-01,Male,25-29,13129,NA,UCLA Records
Florida,2016-07-01,Male,30-34,13237,NA,UCLA Records
Florida,2016-07-01,Male,35-39,12729,NA,UCLA Records
Florida,2016-07-01,Male,40-44,10296,NA,UCLA Records
Florida,2016-07-01,Male,45-49,9681,NA,UCLA Records
Florida,2016-07-01,Male,50-54,8744,NA,UCLA Records
Florida,2016-07-01,Male,55-59,6802,NA,UCLA Records
Florida,2016-07-01,Male,60-64,3861,NA,UCLA Records
Florida,2016-07-01,Male,65+,3577,NA,UCLA Records
Florida,2016-08-01,Female,0-20,38,NA,UCLA Records
Florida,2016-08-01,Female,21-24,351,NA,UCLA Records
Florida,2016-08-01,Female,25-29,1064,NA,UCLA Records
Florida,2016-08-01,Female,30-34,1264,NA,UCLA Records
Florida,2016-08-01,Female,35-39,1111,NA,UCLA Records
Florida,2016-08-01,Female,40-44,783,NA,UCLA Records
Florida,2016-08-01,Female,45-49,731,NA,UCLA Records
Florida,2016-08-01,Female,50-54,626,NA,UCLA Records
Florida,2016-08-01,Female,55-59,402,NA,UCLA Records
Florida,2016-08-01,Female,60-64,186,NA,UCLA Records
Florida,2016-08-01,Female,65+,134,NA,UCLA Records
Florida,2016-08-01,Male,0-20,832,NA,UCLA Records
Florida,2016-08-01,Male,21-24,5748,NA,UCLA Records
Florida,2016-08-01,Male,25-29,13050,NA,UCLA Records
Florida,2016-08-01,Male,30-34,13225,NA,UCLA Records
Florida,2016-08-01,Male,35-39,12731,NA,UCLA Records
Florida,2016-08-01,Male,40-44,10302,NA,UCLA Records
Florida,2016-08-01,Male,45-49,9652,NA,UCLA Records
Florida,2016-08-01,Male,50-54,8760,NA,UCLA Records
Florida,2016-08-01,Male,55-59,6796,NA,UCLA Records
Florida,2016-08-01,Male,60-64,3884,NA,UCLA Records
Florida,2016-08-01,Male,65+,3611,NA,UCLA Records
Florida,2016-09-01,Female,0-20,41,NA,UCLA Records
Florida,2016-09-01,Female,21-24,338,NA,UCLA Records
Florida,2016-09-01,Female,25-29,1069,NA,UCLA Records
Florida,2016-09-01,Female,30-34,1270,NA,UCLA Records
Florida,2016-09-01,Female,35-39,1116,NA,UCLA Records
Florida,2016-09-01,Female,40-44,803,NA,UCLA Records
Florida,2016-09-01,Female,45-49,721,NA,UCLA Records
Florida,2016-09-01,Female,50-54,611,NA,UCLA Records
Florida,2016-09-01,Female,55-59,413,NA,UCLA Records
Florida,2016-09-01,Female,60-64,184,NA,UCLA Records
Florida,2016-09-01,Female,65+,135,NA,UCLA Records
Florida,2016-09-01,Male,0-20,823,NA,UCLA Records
Florida,2016-09-01,Male,21-24,5695,NA,UCLA Records
Florida,2016-09-01,Male,25-29,13087,NA,UCLA Records
Florida,2016-09-01,Male,30-34,13225,NA,UCLA Records
Florida,2016-09-01,Male,35-39,12735,NA,UCLA Records
Florida,2016-09-01,Male,40-44,10272,NA,UCLA Records
Florida,2016-09-01,Male,45-49,9644,NA,UCLA Records
Florida,2016-09-01,Male,50-54,8724,NA,UCLA Records
Florida,2016-09-01,Male,55-59,6821,NA,UCLA Records
Florida,2016-09-01,Male,60-64,3922,NA,UCLA Records
Florida,2016-09-01,Male,65+,3632,NA,UCLA Records
Florida,2016-10-01,Female,0-20,40,NA,UCLA Records
Florida,2016-10-01,Female,21-24,335,NA,UCLA Records
Florida,2016-10-01,Female,25-29,1057,NA,UCLA Records
Florida,2016-10-01,Female,30-34,1252,NA,UCLA Records
Florida,2016-10-01,Female,35-39,1104,NA,UCLA Records
Florida,2016-10-01,Female,40-44,809,NA,UCLA Records
Florida,2016-10-01,Female,45-49,688,NA,UCLA Records
Florida,2016-10-01,Female,50-54,622,NA,UCLA Records
Florida,2016-10-01,Female,55-59,407,NA,UCLA Records
Florida,2016-10-01,Female,60-64,181,NA,UCLA Records
Florida,2016-10-01,Female,65+,138,NA,UCLA Records
Florida,2016-10-01,Male,0-20,820,NA,UCLA Records
Florida,2016-10-01,Male,21-24,5628,NA,UCLA Records
Florida,2016-10-01,Male,25-29,13051,NA,UCLA Records
Florida,2016-10-01,Male,30-34,13244,NA,UCLA Records
Florida,2016-10-01,Male,35-39,12712,NA,UCLA Records
Florida,2016-10-01,Male,40-44,10316,NA,UCLA Records
Florida,2016-10-01,Male,45-49,9638,NA,UCLA Records
Florida,2016-10-01,Male,50-54,8707,NA,UCLA Records
Florida,2016-10-01,Male,55-59,6816,NA,UCLA Records
Florida,2016-10-01,Male,60-64,3972,NA,UCLA Records
Florida,2016-10-01,Male,65+,3670,NA,UCLA Records
Florida,2016-11-01,Female,0-20,42,NA,UCLA Records
Florida,2016-11-01,Female,21-24,324,NA,UCLA Records
Florida,2016-11-01,Female,25-29,1052,NA,UCLA Records
Florida,2016-11-01,Female,30-34,1254,NA,UCLA Records
Florida,2016-11-01,Female,35-39,1105,NA,UCLA Records
Florida,2016-11-01,Female,40-44,825,NA,UCLA Records
Florida,2016-11-01,Female,45-49,690,NA,UCLA Records
Florida,2016-11-01,Female,50-54,638,NA,UCLA Records
Florida,2016-11-01,Female,55-59,413,NA,UCLA Records
Florida,2016-11-01,Female,60-64,169,NA,UCLA Records
Florida,2016-11-01,Female,65+,144,NA,UCLA Records
Florida,2016-11-01,Male,0-20,818,NA,UCLA Records
Florida,2016-11-01,Male,21-24,5572,NA,UCLA Records
Florida,2016-11-01,Male,25-29,12990,NA,UCLA Records
Florida,2016-11-01,Male,30-34,13218,NA,UCLA Records
Florida,2016-11-01,Male,35-39,12712,NA,UCLA Records
Florida,2016-11-01,Male,40-44,10341,NA,UCLA Records
Florida,2016-11-01,Male,45-49,9588,NA,UCLA Records
Florida,2016-11-01,Male,50-54,8674,NA,UCLA Records
Florida,2016-11-01,Male,55-59,6843,NA,UCLA Records
Florida,2016-11-01,Male,60-64,4003,NA,UCLA Records
Florida,2016-11-01,Male,65+,3685,NA,UCLA Records
Florida,2016-12-01,Female,0-20,39,NA,UCLA Records
Florida,2016-12-01,Female,21-24,311,NA,UCLA Records
Florida,2016-12-01,Female,25-29,1050,NA,UCLA Records
