State,Date,Sex.Group,Age.Group,Number,Percent,Source
Florida,2011-09-01,Male,40-44,10895,NA,UCLA Records
Florida,2011-09-01,Male,45-49,10346,NA,UCLA Records
Florida,2011-09-01,Male,50-54,8510,NA,UCLA Records
Florida,2011-09-01,Male,55-59,5187,NA,UCLA Records
Florida,2011-09-01,Male,60-64,2668,NA,UCLA Records
Florida,2011-09-01,Male,65+,2289,NA,UCLA Records
Florida,2011-10-01,Female,0-20,76,NA,UCLA Records
Florida,2011-10-01,Female,21-24,623,NA,UCLA Records
Florida,2011-10-01,Female,25-29,1101,NA,UCLA Records
Florida,2011-10-01,Female,30-34,1173,NA,UCLA Records
Florida,2011-10-01,Female,35-39,969,NA,UCLA Records
Florida,2011-10-01,Female,40-44,909,NA,UCLA Records
Florida,2011-10-01,Female,45-49,872,NA,UCLA Records
Florida,2011-10-01,Female,50-54,597,NA,UCLA Records
Florida,2011-10-01,Female,55-59,319,NA,UCLA Records
Florida,2011-10-01,Female,60-64,136,NA,UCLA Records
Florida,2011-10-01,Female,65+,83,NA,UCLA Records
Florida,2011-10-01,Male,0-20,1535,NA,UCLA Records
Florida,2011-10-01,Male,21-24,8769,NA,UCLA Records
Florida,2011-10-01,Male,25-29,13417,NA,UCLA Records
Florida,2011-10-01,Male,30-34,13559,NA,UCLA Records
Florida,2011-10-01,Male,35-39,11387,NA,UCLA Records
Florida,2011-10-01,Male,40-44,10843,NA,UCLA Records
Florida,2011-10-01,Male,45-49,10280,NA,UCLA Records
Florida,2011-10-01,Male,50-54,8532,NA,UCLA Records
Florida,2011-10-01,Male,55-59,5224,NA,UCLA Records
Florida,2011-10-01,Male,60-64,2675,NA,UCLA Records
Florida,2011-10-01,Male,65+,2298,NA,UCLA Records
Florida,2011-11-01,Female,0-20,77,NA,UCLA Records
Florida,2011-11-01,Female,21-24,622,NA,UCLA Records
Florida,2011-11-01,Female,25-29,1080,NA,UCLA Records
Florida,2011-11-01,Female,30-34,1164,NA,UCLA Records
Florida,2011-11-01,Female,35-39,974,NA,UCLA Records
Florida,2011-11-01,Female,40-44,908,NA,UCLA Records
Florida,2011-11-01,Female,45-49,875,NA,UCLA Records
Florida,2011-11-01,Female,50-54,594,NA,UCLA Records
Florida,2011-11-01,Female,55-59,321,NA,UCLA Records
Florida,2011-11-01,Female,60-64,133,NA,UCLA Records
Florida,2011-11-01,Female,65+,86,NA,UCLA Records
Florida,2011-11-01,Male,0-20,1512,NA,UCLA Records
Florida,2011-11-01,Male,21-24,8760,NA,UCLA Records
Florida,2011-11-01,Male,25-29,13381,NA,UCLA Records
Florida,2011-11-01,Male,30-34,13592,NA,UCLA Records
Florida,2011-11-01,Male,35-39,11340,NA,UCLA Records
Florida,2011-11-01,Male,40-44,10833,NA,UCLA Records
Florida,2011-11-01,Male,45-49,10198,NA,UCLA Records
Florida,2011-11-01,Male,50-54,8550,NA,UCLA Records
Florida,2011-11-01,Male,55-59,5244,NA,UCLA Records
Florida,2011-11-01,Male,60-64,2695,NA,UCLA Records
Florida,2011-11-01,Male,65+,2318,NA,UCLA Records
Florida,2011-12-01,Female,0-20,75,NA,UCLA Records
Florida,2011-12-01,Female,21-24,623,NA,UCLA Records
Florida,2011-12-01,Female,25-29,1089,NA,UCLA Records
Florida,2011-12-01,Female,30-34,1172,NA,UCLA Records
Florida,2011-12-01,Female,35-39,972,NA,UCLA Records
Florida,2011-12-01,Female,40-44,902,NA,UCLA Records
Florida,2011-12-01,Female,45-49,855,NA,UCLA Records
Florida,2011-12-01,Female,50-54,589,NA,UCLA Records
Florida,2011-12-01,Female,55-59,319,NA,UCLA Records
Florida,2011-12-01,Female,60-64,133,NA,UCLA Records
Florida,2011-12-01,Female,65+,88,NA,UCLA Records
Florida,2011-12-01,Male,0-20,1481,NA,UCLA Records
Florida,2011-12-01,Male,21-24,8696,NA,UCLA Records
Florida,2011-12-01,Male,25-29,13405,NA,UCLA Records
Florida,2011-12-01,Male,30-34,13608,NA,UCLA Records
Florida,2011-12-01,Male,35-39,11395,NA,UCLA Records
Florida,2011-12-01,Male,40-44,10779,NA,UCLA Records
Florida,2011-12-01,Male,45-49,10212,NA,UCLA Records
Florida,2011-12-01,Male,50-54,8557,NA,UCLA Records
Florida,2011-12-01,Male,55-59,5263,NA,UCLA Records
Florida,2011-12-01,Male,60-64,2722,NA,UCLA Records
Florida,2011-12-01,Male,65+,2342,NA,UCLA Records
Florida,2012-01-01,Female,0-20,73,NA,UCLA Records
Florida,2012-01-01,Female,21-24,626,NA,UCLA Records
Florida,2012-01-01,Female,25-29,1092,NA,UCLA Records
Florida,2012-01-01,Female,30-34,1175,NA,UCLA Records
Florida,2012-01-01,Female,35-39,968,NA,UCLA Records
Florida,2012-01-01,Female,40-44,901,NA,UCLA Records
Florida,2012-01-01,Female,45-49,839,NA,UCLA Records
Florida,2012-01-01,Female,50-54,592,NA,UCLA Records
Florida,2012-01-01,Female,55-59,311,NA,UCLA Records
Florida,2012-01-01,Female,60-64,136,NA,UCLA Records
Florida,2012-01-01,Female,65+,89,NA,UCLA Records
Florida,2012-01-01,Male,0-20,1424,NA,UCLA Records
Florida,2012-01-01,Male,21-24,8606,NA,UCLA Records
Florida,2012-01-01,Male,25-29,13326,NA,UCLA Records
Florida,2012-01-01,Male,30-34,13542,NA,UCLA Records
Florida,2012-01-01,Male,35-39,11356,NA,UCLA Records
Florida,2012-01-01,Male,40-44,10773,NA,UCLA Records
Florida,2012-01-01,Male,45-49,10131,NA,UCLA Records
Florida,2012-01-01,Male,50-54,8530,NA,UCLA Records
Florida,2012-01-01,Male,55-59,5253,NA,UCLA Records
Florida,2012-01-01,Male,60-64,2783,NA,UCLA Records
Florida,2012-01-01,Male,65+,2356,NA,UCLA Records
Florida,2012-02-01,Female,0-20,71,NA,UCLA Records
Florida,2012-02-01,Female,21-24,607,NA,UCLA Records
Florida,2012-02-01,Female,25-29,1102,NA,UCLA Records
Florida,2012-02-01,Female,30-34,1166,NA,UCLA Records
Florida,2012-02-01,Female,35-39,978,NA,UCLA Records
Florida,2012-02-01,Female,40-44,897,NA,UCLA Records
Florida,2012-02-01,Female,45-49,834,NA,UCLA Records
Florida,2012-02-01,Female,50-54,595,NA,UCLA Records
Florida,2012-02-01,Female,55-59,307,NA,UCLA Records
Florida,2012-02-01,Female,60-64,131,NA,UCLA Records
Florida,2012-02-01,Female,65+,91,NA,UCLA Records
Florida,2012-02-01,Male,0-20,1375,NA,UCLA Records
Florida,2012-02-01,Male,21-24,8583,NA,UCLA Records
Florida,2012-02-01,Male,25-29,13254,NA,UCLA Records
Florida,2012-02-01,Male,30-34,13552,NA,UCLA Records
Florida,2012-02-01,Male,35-39,11384,NA,UCLA Records
Florida,2012-02-01,Male,40-44,10717,NA,UCLA Records
Florida,2012-02-01,Male,45-49,10156,NA,UCLA Records
Florida,2012-02-01,Male,50-54,8563,NA,UCLA Records
Florida,2012-02-01,Male,55-59,5252,NA,UCLA Records
Florida,2012-02-01,Male,60-64,2793,NA,UCLA Records
Florida,2012-02-01,Male,65+,2369,NA,UCLA Records
Florida,2012-03-01,Female,0-20,68,NA,UCLA Records
Florida,2012-03-01,Female,21-24,618,NA,UCLA Records
Florida,2012-03-01,Female,25-29,1106,NA,UCLA Records
Florida,2012-03-01,Female,30-34,1164,NA,UCLA Records
Florida,2012-03-01,Female,35-39,984,NA,UCLA Records
Florida,2012-03-01,Female,40-44,871,NA,UCLA Records
Florida,2012-03-01,Female,45-49,834,NA,UCLA Records
Florida,2012-03-01,Female,50-54,596,NA,UCLA Records
Florida,2012-03-01,Female,55-59,318,NA,UCLA Records
Florida,2012-03-01,Female,60-64,130,NA,UCLA Records
Florida,2012-03-01,Female,65+,95,NA,UCLA Records
Florida,2012-03-01,Male,0-20,1356,NA,UCLA Records
Florida,2012-03-01,Male,21-24,8515,NA,UCLA Records
Florida,2012-03-01,Male,25-29,13273,NA,UCLA Records
Florida,2012-03-01,Male,30-34,13645,NA,UCLA Records
Florida,2012-03-01,Male,35-39,11375,NA,UCLA Records
Florida,2012-03-01,Male,40-44,10712,NA,UCLA Records
Florida,2012-03-01,Male,45-49,10154,NA,UCLA Records
Florida,2012-03-01,Male,50-54,8601,NA,UCLA Records
Florida,2012-03-01,Male,55-59,5286,NA,UCLA Records
Florida,2012-03-01,Male,60-64,2806,NA,UCLA Records
Florida,2012-03-01,Male,65+,2388,NA,UCLA Records
Florida,2012-04-01,Female,0-20,70,NA,UCLA Records
Florida,2012-04-01,Female,21-24,608,NA,UCLA Records
Florida,2012-04-01,Female,25-29,1095,NA,UCLA Records
Florida,2012-04-01,Female,30-34,1157,NA,UCLA Records
Florida,2012-04-01,Female,35-39,974,NA,UCLA Records
Florida,2012-04-01,Female,40-44,879,NA,UCLA Records
Florida,2012-04-01,Female,45-49,831,NA,UCLA Records
Florida,2012-04-01,Female,50-54,596,NA,UCLA Records
Florida,2012-04-01,Female,55-59,318,NA,UCLA Records
Florida,2012-04-01,Female,60-64,131,NA,UCLA Records
Florida,2012-04-01,Female,65+,96,NA,UCLA Records
Florida,2012-04-01,Male,0-20,1343,NA,UCLA Records
Florida,2012-04-01,Male,21-24,8519,NA,UCLA Records
Florida,2012-04-01,Male,25-29,13306,NA,UCLA Records
Florida,2012-04-01,Male,30-34,13598,NA,UCLA Records
Florida,2012-04-01,Male,35-39,11378,NA,UCLA Records
Florida,2012-04-01,Male,40-44,10746,NA,UCLA Records
Florida,2012-04-01,Male,45-49,10108,NA,UCLA Records
Florida,2012-04-01,Male,50-54,8616,NA,UCLA Records
Florida,2012-04-01,Male,55-59,5298,NA,UCLA Records
Florida,2012-04-01,Male,60-64,2840,NA,UCLA Records
Florida,2012-04-01,Male,65+,2394,NA,UCLA Records
Florida,2012-05-01,Female,0-20,68,NA,UCLA Records
Florida,2012-05-01,Female,21-24,615,NA,UCLA Records
Florida,2012-05-01,Female,25-29,1116,NA,UCLA Records
Florida,2012-05-01,Female,30-34,1163,NA,UCLA Records
Florida,2012-05-01,Female,35-39,976,NA,UCLA Records
Florida,2012-05-01,Female,40-44,888,NA,UCLA Records
Florida,2012-05-01,Female,45-49,831,NA,UCLA Records
Florida,2012-05-01,Female,50-54,606,NA,UCLA Records
Florida,2012-05-01,Female,55-59,315,NA,UCLA Records
Florida,2012-05-01,Female,60-64,133,NA,UCLA Records
Florida,2012-05-01,Female,65+,95,NA,UCLA Records
Florida,2012-05-01,Male,0-20,1376,NA,UCLA Records
Florida,2012-05-01,Male,21-24,8504,NA,UCLA Records
Florida,2012-05-01,Male,25-29,13274,NA,UCLA Records
Florida,2012-05-01,Male,30-34,13633,NA,UCLA Records
Florida,2012-05-01,Male,35-39,11428,NA,UCLA Records
Florida,2012-05-01,Male,40-44,10756,NA,UCLA Records
Florida,2012-05-01,Male,45-49,10096,NA,UCLA Records
Florida,2012-05-01,Male,50-54,8644,NA,UCLA Records
Florida,2012-05-01,Male,55-59,5331,NA,UCLA Records
Florida,2012-05-01,Male,60-64,2854,NA,UCLA Records
Florida,2012-05-01,Male,65+,2416,NA,UCLA Records
Florida,2012-06-01,Female,0-20,70,NA,UCLA Records
Florida,2012-06-01,Female,21-24,611,NA,UCLA Records
Florida,2012-06-01,Female,25-29,1114,NA,UCLA Records
Florida,2012-06-01,Female,30-34,1170,NA,UCLA Records
Florida,2012-06-01,Female,35-39,1000,NA,UCLA Records
Florida,2012-06-01,Female,40-44,895,NA,UCLA Records
Florida,2012-06-01,Female,45-49,835,NA,UCLA Records
Florida,2012-06-01,Female,50-54,603,NA,UCLA Records
Florida,2012-06-01,Female,55-59,319,NA,UCLA Records
Florida,2012-06-01,Female,60-64,135,NA,UCLA Records
Florida,2012-06-01,Female,65+,98,NA,UCLA Records
Florida,2012-06-01,Male,0-20,1357,NA,UCLA Records
Florida,2012-06-01,Male,21-24,8516,NA,UCLA Records
Florida,2012-06-01,Male,25-29,13309,NA,UCLA Records
Florida,2012-06-01,Male,30-34,13715,NA,UCLA Records
Florida,2012-06-01,Male,35-39,11474,NA,UCLA Records
Florida,2012-06-01,Male,40-44,10766,NA,UCLA Records
Florida,2012-06-01,Male,45-49,10119,NA,UCLA Records
Florida,2012-06-01,Male,50-54,8675,NA,UCLA Records
Florida,2012-06-01,Male,55-59,5352,NA,UCLA Records
Florida,2012-06-01,Male,60-64,2865,NA,UCLA Records
Florida,2012-06-01,Male,65+,2447,NA,UCLA Records
Florida,2012-07-01,Female,0-20,66,NA,UCLA Records
Florida,2012-07-01,Female,21-24,604,NA,UCLA Records
Florida,2012-07-01,Female,25-29,1102,NA,UCLA Records
Florida,2012-07-01,Female,30-34,1180,NA,UCLA Records
Florida,2012-07-01,Female,35-39,984,NA,UCLA Records
Florida,2012-07-01,Female,40-44,888,NA,UCLA Records
Florida,2012-07-01,Female,45-49,809,NA,UCLA Records
Florida,2012-07-01,Female,50-54,604,NA,UCLA Records
Florida,2012-07-01,Female,55-59,316,NA,UCLA Records
Florida,2012-07-01,Female,60-64,145,NA,UCLA Records
Florida,2012-07-01,Female,65+,99,NA,UCLA Records
Florida,2012-07-01,Male,0-20,1324,NA,UCLA Records
Florida,2012-07-01,Male,21-24,8389,NA,UCLA Records
Florida,2012-07-01,Male,25-29,13242,NA,UCLA Records
Florida,2012-07-01,Male,30-34,13665,NA,UCLA Records
Florida,2012-07-01,Male,35-39,11482,NA,UCLA Records
Florida,2012-07-01,Male,40-44,10712,NA,UCLA Records
Florida,2012-07-01,Male,45-49,10103,NA,UCLA Records
Florida,2012-07-01,Male,50-54,8691,NA,UCLA Records
Florida,2012-07-01,Male,55-59,5335,NA,UCLA Records
Florida,2012-07-01,Male,60-64,2898,NA,UCLA Records
Florida,2012-07-01,Male,65+,2454,NA,UCLA Records
Florida,2012-08-01,Female,0-20,63,NA,UCLA Records
Florida,2012-08-01,Female,21-24,592,NA,UCLA Records
Florida,2012-08-01,Female,25-29,1103,NA,UCLA Records
Florida,2012-08-01,Female,30-34,1202,NA,UCLA Records
Florida,2012-08-01,Female,35-39,995,NA,UCLA Records
Florida,2012-08-01,Female,40-44,858,NA,UCLA Records
Florida,2012-08-01,Female,45-49,802,NA,UCLA Records
Florida,2012-08-01,Female,50-54,607,NA,UCLA Records
Florida,2012-08-01,Female,55-59,321,NA,UCLA Records
Florida,2012-08-01,Female,60-64,143,NA,UCLA Records
Florida,2012-08-01,Female,65+,98,NA,UCLA Records
Florida,2012-08-01,Male,0-20,1321,NA,UCLA Records
Florida,2012-08-01,Male,21-24,8329,NA,UCLA Records
Florida,2012-08-01,Male,25-29,13227,NA,UCLA Records
Florida,2012-08-01,Male,30-34,13658,NA,UCLA Records
Florida,2012-08-01,Male,35-39,11515,NA,UCLA Records
Florida,2012-08-01,Male,40-44,10782,NA,UCLA Records
Florida,2012-08-01,Male,45-49,10078,NA,UCLA Records
Florida,2012-08-01,Male,50-54,8684,NA,UCLA Records
Florida,2012-08-01,Male,55-59,5367,NA,UCLA Records
Florida,2012-08-01,Male,60-64,2918,NA,UCLA Records
Florida,2012-08-01,Male,65+,2489,NA,UCLA Records
Florida,2012-09-01,Female,0-20,62,NA,UCLA Records
Florida,2012-09-01,Female,21-24,573,NA,UCLA Records
Florida,2012-09-01,Female,25-29,1110,NA,UCLA Records
Florida,2012-09-01,Female,30-34,1187,NA,UCLA Records
Florida,2012-09-01,Female,35-39,974,NA,UCLA Records
Florida,2012-09-01,Female,40-44,841,NA,UCLA Records
Florida,2012-09-01,Female,45-49,816,NA,UCLA Records
Florida,2012-09-01,Female,50-54,620,NA,UCLA Records
Florida,2012-09-01,Female,55-59,319,NA,UCLA Records
Florida,2012-09-01,Female,60-64,142,NA,UCLA Records
Florida,2012-09-01,Female,65+,97,NA,UCLA Records
Florida,2012-09-01,Male,0-20,1275,NA,UCLA Records
Florida,2012-09-01,Male,21-24,8235,NA,UCLA Records
Florida,2012-09-01,Male,25-29,13163,NA,UCLA Records
Florida,2012-09-01,Male,30-34,13611,NA,UCLA Records
Florida,2012-09-01,Male,35-39,11507,NA,UCLA Records
Florida,2012-09-01,Male,40-44,10791,NA,UCLA Records
Florida,2012-09-01,Male,45-49,10024,NA,UCLA Records
Florida,2012-09-01,Male,50-54,8636,NA,UCLA Records
Florida,2012-09-01,Male,55-59,5406,NA,UCLA Records
Florida,2012-09-01,Male,60-64,2952,NA,UCLA Records
Florida,2012-09-01,Male,65+,2497,NA,UCLA Records
Florida,2012-10-01,Female,0-20,58,NA,UCLA Records
Florida,2012-10-01,Female,21-24,569,NA,UCLA Records
Florida,2012-10-01,Female,25-29,1098,NA,UCLA Records
Florida,2012-10-01,Female,30-34,1187,NA,UCLA Records
Florida,2012-10-01,Female,35-39,982,NA,UCLA Records
Florida,2012-10-01,Female,40-44,831,NA,UCLA Records
Florida,2012-10-01,Female,45-49,820,NA,UCLA Records
Florida,2012-10-01,Female,50-54,621,NA,UCLA Records
Florida,2012-10-01,Female,55-59,326,NA,UCLA Records
Florida,2012-10-01,Female,60-64,143,NA,UCLA Records
Florida,2012-10-01,Female,65+,97,NA,UCLA Records
Florida,2012-10-01,Male,0-20,1258,NA,UCLA Records
Florida,2012-10-01,Male,21-24,8188,NA,UCLA Records
Florida,2012-10-01,Male,25-29,13175,NA,UCLA Records
Florida,2012-10-01,Male,30-34,13612,NA,UCLA Records
Florida,2012-10-01,Male,35-39,11502,NA,UCLA Records
Florida,2012-10-01,Male,40-44,10742,NA,UCLA Records
Florida,2012-10-01,Male,45-49,9972,NA,UCLA Records
Florida,2012-10-01,Male,50-54,8709,NA,UCLA Records
Florida,2012-10-01,Male,55-59,5420,NA,UCLA Records
Florida,2012-10-01,Male,60-64,2991,NA,UCLA Records
Florida,2012-10-01,Male,65+,2517,NA,UCLA Records
Florida,2012-11-01,Female,0-20,58,NA,UCLA Records
Florida,2012-11-01,Female,21-24,570,NA,UCLA Records
Florida,2012-11-01,Female,25-29,1097,NA,UCLA Records
Florida,2012-11-01,Female,30-34,1188,NA,UCLA Records
Florida,2012-11-01,Female,35-39,983,NA,UCLA Records
Florida,2012-11-01,Female,40-44,823,NA,UCLA Records
Florida,2012-11-01,Female,45-49,815,NA,UCLA Records
Florida,2012-11-01,Female,50-54,614,NA,UCLA Records
Florida,2012-11-01,Female,55-59,341,NA,UCLA Records
Florida,2012-11-01,Female,60-64,140,NA,UCLA Records
Florida,2012-11-01,Female,65+,101,NA,UCLA Records
Florida,2012-11-01,Male,0-20,1268,NA,UCLA Records
Florida,2012-11-01,Male,21-24,8148,NA,UCLA Records
Florida,2012-11-01,Male,25-29,13202,NA,UCLA Records
Florida,2012-11-01,Male,30-34,13626,NA,UCLA Records
Florida,2012-11-01,Male,35-39,11555,NA,UCLA Records
Florida,2012-11-01,Male,40-44,10773,NA,UCLA Records
Florida,2012-11-01,Male,45-49,10008,NA,UCLA Records
Florida,2012-11-01,Male,50-54,8743,NA,UCLA Records
Florida,2012-11-01,Male,55-59,5509,NA,UCLA Records
Florida,2012-11-01,Male,60-64,2984,NA,UCLA Records
Florida,2012-11-01,Male,65+,2548,NA,UCLA Records
Florida,2012-12-01,Female,0-20,57,NA,UCLA Records
Florida,2012-12-01,Female,21-24,558,NA,UCLA Records
Florida,2012-12-01,Female,25-29,1105,NA,UCLA Records
Florida,2012-12-01,Female,30-34,1170,NA,UCLA Records
Florida,2012-12-01,Female,35-39,992,NA,UCLA Records
Florida,2012-12-01,Female,40-44,827,NA,UCLA Records
Florida,2012-12-01,Female,45-49,817,NA,UCLA Records
Florida,2012-12-01,Female,50-54,611,NA,UCLA Records
Florida,2012-12-01,Female,55-59,345,NA,UCLA Records
Florida,2012-12-01,Female,60-64,137,NA,UCLA Records
Florida,2012-12-01,Female,65+,104,NA,UCLA Records
Florida,2012-12-01,Male,0-20,1236,NA,UCLA Records
Florida,2012-12-01,Male,21-24,8054,NA,UCLA Records
Florida,2012-12-01,Male,25-29,13150,NA,UCLA Records
Florida,2012-12-01,Male,30-34,13509,NA,UCLA Records
Florida,2012-12-01,Male,35-39,11512,NA,UCLA Records
Florida,2012-12-01,Male,40-44,10736,NA,UCLA Records
Florida,2012-12-01,Male,45-49,9964,NA,UCLA Records
Florida,2012-12-01,Male,50-54,8723,NA,UCLA Records
Florida,2012-12-01,Male,55-59,5550,NA,UCLA Records
Florida,2012-12-01,Male,60-64,2998,NA,UCLA Records
Florida,2012-12-01,Male,65+,2570,NA,UCLA Records
Florida,2013-01-01,Female,0-20,57,NA,UCLA Records
Florida,2013-01-01,Female,21-24,550,NA,UCLA Records
Florida,2013-01-01,Female,25-29,1107,NA,UCLA Records
Florida,2013-01-01,Female,30-34,1165,NA,UCLA Records
Florida,2013-01-01,Female,35-39,983,NA,UCLA Records
Florida,2013-01-01,Female,40-44,830,NA,UCLA Records
Florida,2013-01-01,Female,45-49,808,NA,UCLA Records
Florida,2013-01-01,Female,50-54,612,NA,UCLA Records
Florida,2013-01-01,Female,55-59,350,NA,UCLA Records
Florida,2013-01-01,Female,60-64,138,NA,UCLA Records
Florida,2013-01-01,Female,65+,101,NA,UCLA Records
Florida,2013-01-01,Male,0-20,1183,NA,UCLA Records
Florida,2013-01-01,Male,21-24,7957,NA,UCLA Records
Florida,2013-01-01,Male,25-29,13094,NA,UCLA Records
Florida,2013-01-01,Male,30-34,13486,NA,UCLA Records
Florida,2013-01-01,Male,35-39,11504,NA,UCLA Records
Florida,2013-01-01,Male,40-44,10662,NA,UCLA Records
Florida,2013-01-01,Male,45-49,9915,NA,UCLA Records
Florida,2013-01-01,Male,50-54,8748,NA,UCLA Records
Florida,2013-01-01,Male,55-59,5571,NA,UCLA Records
Florida,2013-01-01,Male,60-64,3023,NA,UCLA Records
Florida,2013-01-01,Male,65+,2579,NA,UCLA Records
Florida,2013-02-01,Female,0-20,54,NA,UCLA Records
Florida,2013-02-01,Female,21-24,551,NA,UCLA Records
Florida,2013-02-01,Female,25-29,1136,NA,UCLA Records
Florida,2013-02-01,Female,30-34,1190,NA,UCLA Records
Florida,2013-02-01,Female,35-39,987,NA,UCLA Records
Florida,2013-02-01,Female,40-44,838,NA,UCLA Records
Florida,2013-02-01,Female,45-49,790,NA,UCLA Records
Florida,2013-02-01,Female,50-54,612,NA,UCLA Records
Florida,2013-02-01,Female,55-59,339,NA,UCLA Records
Florida,2013-02-01,Female,60-64,146,NA,UCLA Records
Florida,2013-02-01,Female,65+,104,NA,UCLA Records
Florida,2013-02-01,Male,0-20,1172,NA,UCLA Records
Florida,2013-02-01,Male,21-24,7899,NA,UCLA Records
Florida,2013-02-01,Male,25-29,13150,NA,UCLA Records
Florida,2013-02-01,Male,30-34,13503,NA,UCLA Records
Florida,2013-02-01,Male,35-39,11499,NA,UCLA Records
Florida,2013-02-01,Male,40-44,10677,NA,UCLA Records
Florida,2013-02-01,Male,45-49,9877,NA,UCLA Records
Florida,2013-02-01,Male,50-54,8786,NA,UCLA Records
Florida,2013-02-01,Male,55-59,5620,NA,UCLA Records
Florida,2013-02-01,Male,60-64,3033,NA,UCLA Records
Florida,2013-02-01,Male,65+,2590,NA,UCLA Records
Florida,2013-03-01,Female,0-20,51,NA,UCLA Records
Florida,2013-03-01,Female,21-24,535,NA,UCLA Records
Florida,2013-03-01,Female,25-29,1162,NA,UCLA Records
Florida,2013-03-01,Female,30-34,1197,NA,UCLA Records
Florida,2013-03-01,Female,35-39,986,NA,UCLA Records
Florida,2013-03-01,Female,40-44,851,NA,UCLA Records
Florida,2013-03-01,Female,45-49,783,NA,UCLA Records
Florida,2013-03-01,Female,50-54,604,NA,UCLA Records
Florida,2013-03-01,Female,55-59,345,NA,UCLA Records
Florida,2013-03-01,Female,60-64,148,NA,UCLA Records
Florida,2013-03-01,Female,65+,105,NA,UCLA Records
Florida,2013-03-01,Male,0-20,1150,NA,UCLA Records
Florida,2013-03-01,Male,21-24,7919,NA,UCLA Records
Florida,2013-03-01,Male,25-29,13221,NA,UCLA Records
Florida,2013-03-01,Male,30-34,13593,NA,UCLA Records
Florida,2013-03-01,Male,35-39,11503,NA,UCLA Records
Florida,2013-03-01,Male,40-44,10753,NA,UCLA Records
Florida,2013-03-01,Male,45-49,9905,NA,UCLA Records
Florida,2013-03-01,Male,50-54,8776,NA,UCLA Records
Florida,2013-03-01,Male,55-59,5686,NA,UCLA Records
Florida,2013-03-01,Male,60-64,3051,NA,UCLA Records
Florida,2013-03-01,Male,65+,2607,NA,UCLA Records
Florida,2013-04-01,Female,0-20,50,NA,UCLA Records
Florida,2013-04-01,Female,21-24,545,NA,UCLA Records
Florida,2013-04-01,Female,25-29,1189,NA,UCLA Records
Florida,2013-04-01,Female,30-34,1217,NA,UCLA Records
Florida,2013-04-01,Female,35-39,989,NA,UCLA Records
Florida,2013-04-01,Female,40-44,850,NA,UCLA Records
Florida,2013-04-01,Female,45-49,789,NA,UCLA Records
Florida,2013-04-01,Female,50-54,602,NA,UCLA Records
Florida,2013-04-01,Female,55-59,342,NA,UCLA Records
Florida,2013-04-01,Female,60-64,152,NA,UCLA Records
Florida,2013-04-01,Female,65+,103,NA,UCLA Records
Florida,2013-04-01,Male,0-20,1143,NA,UCLA Records
Florida,2013-04-01,Male,21-24,7931,NA,UCLA Records
Florida,2013-04-01,Male,25-29,13246,NA,UCLA Records
Florida,2013-04-01,Male,30-34,13698,NA,UCLA Records
Florida,2013-04-01,Male,35-39,11528,NA,UCLA Records
Florida,2013-04-01,Male,40-44,10743,NA,UCLA Records
Florida,2013-04-01,Male,45-49,9935,NA,UCLA Records
Florida,2013-04-01,Male,50-54,8778,NA,UCLA Records
Florida,2013-04-01,Male,55-59,5733,NA,UCLA Records
Florida,2013-04-01,Male,60-64,3056,NA,UCLA Records
Florida,2013-04-01,Male,65+,2644,NA,UCLA Records
Florida,2013-05-01,Female,0-20,54,NA,UCLA Records
Florida,2013-05-01,Female,21-24,548,NA,UCLA Records
Florida,2013-05-01,Female,25-29,1186,NA,UCLA Records
Florida,2013-05-01,Female,30-34,1217,NA,UCLA Records
Florida,2013-05-01,Female,35-39,993,NA,UCLA Records
Florida,2013-05-01,Female,40-44,856,NA,UCLA Records
Florida,2013-05-01,Female,45-49,800,NA,UCLA Records
Florida,2013-05-01,Female,50-54,612,NA,UCLA Records
Florida,2013-05-01,Female,55-59,335,NA,UCLA Records
Florida,2013-05-01,Female,60-64,150,NA,UCLA Records
Florida,2013-05-01,Female,65+,98,NA,UCLA Records
Florida,2013-05-01,Male,0-20,1153,NA,UCLA Records
Florida,2013-05-01,Male,21-24,7894,NA,UCLA Records
Florida,2013-05-01,Male,25-29,13332,NA,UCLA Records
Florida,2013-05-01,Male,30-34,13737,NA,UCLA Records
Florida,2013-05-01,Male,35-39,11588,NA,UCLA Records
Florida,2013-05-01,Male,40-44,10766,NA,UCLA Records
Florida,2013-05-01,Male,45-49,9934,NA,UCLA Records
Florida,2013-05-01,Male,50-54,8872,NA,UCLA Records
Florida,2013-05-01,Male,55-59,5746,NA,UCLA Records
Florida,2013-05-01,Male,60-64,3087,NA,UCLA Records
Florida,2013-05-01,Male,65+,2652,NA,UCLA Records
Florida,2013-06-01,Female,0-20,54,NA,UCLA Records
Florida,2013-06-01,Female,21-24,533,NA,UCLA Records
Florida,2013-06-01,Female,25-29,1182,NA,UCLA Records
Florida,2013-06-01,Female,30-34,1228,NA,UCLA Records
Florida,2013-06-01,Female,35-39,998,NA,UCLA Records
Florida,2013-06-01,Female,40-44,858,NA,UCLA Records
Florida,2013-06-01,Female,45-49,803,NA,UCLA Records
Florida,2013-06-01,Female,50-54,608,NA,UCLA Records
Florida,2013-06-01,Female,55-59,333,NA,UCLA Records
Florida,2013-06-01,Female,60-64,150,NA,UCLA Records
Florida,2013-06-01,Female,65+,100,NA,UCLA Records
Florida,2013-06-01,Male,0-20,1141,NA,UCLA Records
