State,Date,Sex.Group,Number,Percent,Source
Georgia,2019-12-31T00:00:00Z,Male,NA,92.8,http://www.dcor.state.ga.us/sites/default/files/sites/all/gdc/files/pdf/Research/Monthly/GDC%20FY2019%20Annual%20Report.pdf
Georgia,2019-12-31T00:00:00Z,Female,NA,7.2,http://www.dcor.state.ga.us/sites/default/files/sites/all/gdc/files/pdf/Research/Monthly/GDC%20FY2019%20Annual%20Report.pdf
