State,Year,Month,Facility,Total.Deaths
Oregon,2019,September,SCI,0
Oregon,2019,October,SCI,0
Oregon,2019,November,SCI,0
Oregon,2019,December,SCI,0
Oregon,2020,January,SCI,0
Oregon,2020,February,SCI,0
Oregon,2020,March,SCI,0
Oregon,2020,April,SCI,0
Oregon,2020,May,SCI,0
Oregon,2020,June,SCI,0
Oregon,2020,July,SCI,0
Oregon,2020,August,SCI,0
Oregon,2020,September,SCI,0
Oregon,2020,October,SCI,0
Oregon,2020,November,SCI,0
Oregon,2020,December,SCI,0
Oregon,2015,January,WCCF,0
Oregon,2015,February,WCCF,0
Oregon,2015,March,WCCF,0
Oregon,2015,April,WCCF,0
Oregon,2015,May,WCCF,0
Oregon,2015,June,WCCF,0
Oregon,2015,July,WCCF,0
Oregon,2015,August,WCCF,0
Oregon,2015,September,WCCF,0
Oregon,2015,October,WCCF,0
Oregon,2015,November,WCCF,0
Oregon,2015,December,WCCF,0
Oregon,2016,January,WCCF,0
Oregon,2016,February,WCCF,0
Oregon,2016,March,WCCF,0
Oregon,2016,April,WCCF,0
Oregon,2016,May,WCCF,0
Oregon,2016,June,WCCF,0
Oregon,2016,July,WCCF,0
Oregon,2016,August,WCCF,0
Oregon,2016,September,WCCF,0
Oregon,2016,October,WCCF,0
Oregon,2016,November,WCCF,0
Oregon,2016,December,WCCF,0
Oregon,2017,January,WCCF,0
Oregon,2017,February,WCCF,0
Oregon,2017,March,WCCF,0
Oregon,2017,April,WCCF,0
Oregon,2017,May,WCCF,0
Oregon,2017,June,WCCF,0
Oregon,2017,July,WCCF,0
Oregon,2017,August,WCCF,0
Oregon,2017,September,WCCF,0
Oregon,2017,October,WCCF,0
Oregon,2017,November,WCCF,0
Oregon,2017,December,WCCF,0
Oregon,2018,January,WCCF,0
Oregon,2018,February,WCCF,0
Oregon,2018,March,WCCF,0
Oregon,2018,April,WCCF,0
Oregon,2018,June,WCCF,0
Oregon,2018,August,WCCF,0
Oregon,2018,September,WCCF,0
Oregon,2018,October,WCCF,0
Oregon,2018,November,WCCF,0
Oregon,2018,December,WCCF,0
Oregon,2019,January,WCCF,0
Oregon,2019,February,WCCF,0
Oregon,2019,March,WCCF,1
Oregon,2019,April,WCCF,0
Oregon,2019,May,WCCF,0
Oregon,2019,June,WCCF,0
Oregon,2019,July,WCCF,0
Oregon,2019,August,WCCF,0
Oregon,2019,September,WCCF,0
Oregon,2019,October,WCCF,0
Oregon,2019,November,WCCF,0
Oregon,2019,December,WCCF,0
Oregon,2020,January,WCCF,0
Oregon,2020,February,WCCF,0
Oregon,2020,March,WCCF,0
Oregon,2020,April,WCCF,0
Oregon,2020,May,WCCF,0
Oregon,2020,June,WCCF,0
Oregon,2020,July,WCCF,0
Oregon,2020,August,WCCF,0
Oregon,2020,September,WCCF,0
Oregon,2020,October,WCCF,0
Oregon,2020,November,WCCF,0
Oregon,2020,December,WCCF,0
